"01"	"Long Beach Dub Allstars"	"Righteous Dub"	""	"00:00"	"Long Beach Dub Allstars - Right Back (1999)"
"01"	"Loose Fur"	"Laminated Cat"	"Rock"	"07:18"	"Loose Fur - Loose Fur (2003)"
"01"	"Love Riot"	"ANYWHERE, JAMES"	""	"03:34"	"Love Riot - HEAVEN CAN WAIT"
"01"	"Love Riot"	"Maybe She Will"	""	"04:24"	"Love Riot - Maybe She Will (1996)"
"01"	"Lynyrd Skynyrd"	"Sweet Home Alabama"	"Rock"	"04:45"	"Lynyrd Skynyrd - All Time Greatest Hits (2000)"
"01"	"Lyte Funkie Ones"	"Summer Girls"	""	"00:00"	"Lyte Funkie Ones - LFO (1999)"
"01"	"Macy Gray; Wyclef Jean"	"This Christmas (Hang All the Mistletoe) - Macy Gray"	""	"00:00"	"Macy Gray; Wyclef Jean - A Very Special Christmas - Vol. 5 (2001)"
"01"	"Matisyahu"	"Sea to Sea"	""	"00:00"	"Matisyahu - Live At Stubbs (2005)"
"01"	"Mindless Self Indulgence"	"Backmask"	""	"00:00"	"Mindless Self Indulgence - Frankenstein Girls Will Seem Strangely Sexy (2000)"
"01"	"Mindless Self Indulgence"	"Straight to Video (Infrastructure w/ Punketta Doilie mix)"	""	"05:36"	"Mindless Self Indulgence - Straight to Video (2006)"
"01"	"Minutemen"	"D.'S Car Jam/Anxious Mo-Fo"	""	"00:00"	"Minutemen - Double Nickels on the Dime (1990)"
"01"	"Mission of Burma"	"2wice"	""	"03:36"	"Mission of Burma - The Obliterati (2006)"
"01"	"Modest Mouse"	"Horn Intro"	""	"00:00"	"Modest Mouse - Good News For People Who Love Bad News (2004)"
"01"	"Mushroomhead"	"Kill Tomorrow"	"Metal"	"03:47"	"Mushroomhead - XIII (2003)"
"01"	"Mute Math"	"Collapse."	""	"00:00"	"Mute Math - Mute Math (2006)"
"01"	"Mute Math"	"Collapse"	""	"00:00"	"Mute Math - Mute Math (2006)"
"01"	"Nas"	"Money Over Bullshit"	"* RAP/HIP HOP"	"04:16"	"Nas - Hip Hop Is Dead (2006)"
"01"	"Neil Young & Crazy Horse"	"When You Dance"	""	"00:00"	"Neil Young & Crazy Horse - Year of the Horse (1997)"
"01"	"Neil Young & Crazy Horse"	"Slip Away"	""	"00:00"	"Neil Young & Crazy Horse - Year of the Horse (1997)"
"01"	"New Edition"	"Cool It Now"	""	"05:48"	"New Edition - New Edition"
"01"	"Nirvana"	"Smells Like Teen Spirit"	""	"00:00"	"Nirvana - Nevermind (2005)"
"01"	"NOFX"	"Linoleum"	""	"00:00"	"NOFX - Punk in Drublic (1994)"
"01"	"NOFX"	"Separation of Church and Skate"	""	"00:00"	"NOFX - War on Errorism (2003)"
"01"	"Original Soundtrack"	"Prologue-Elm Street Kids"	""	"00:00"	"Original Soundtrack - Jay & Silent Bob Strike Back (1989)"
"01"	"Original Soundtrack"	"Intro/Tokyo"	""	"00:00"	"Original Soundtrack - Lost In Translation (2004)"
"01"	"Original Soundtrack"	"Signal Fire - Snow Patrol"	""	"00:00"	"Original Soundtrack - Spider-Man 3: Music from and Inspired By (2007)"
"01"	"Pearl Jam"	"Alive"	""	"00:00"	"Pearl Jam - Pearl Jam (2003)"
"01"	"Pete Townshend & Deborah Conway"	"I Won't Run Any More"	"Classic Rock; General Soundtrack"	"04:51"	"Pete Townshend - The Iron Man - The Musical By Pete Townshend (1989)"
"01"	"Public Enemy"	"Countdown To Armageddon"	"Rap"	"01:40"	"Public Enemy - It Takes A Nation Of Millions To Hold Us Back"
"01"	"Public Enemy"	"Son of a Bush (Public Enemy)"	""	"00:00"	"Public Enemy - Son of a Bush (Bonus DVD) (2003)"
"01"	"Public Enemy"	"Gotta Give The Peeps What They Need (Banned By MTV Version)"	""	"00:00"	"Public Enemy - Son of a Bush (Bonus DVD) (2003)"
"01"	"Puya"	"Bembele"	"Other"	"03:45"	"Puya - Puya"
"01"	"Rare Essence"	"Body Moves"	""	"00:00"	"Rare Essence - 'Rare Essence - Greatest Hits, Vol. 1' (1995)"
"01"	"Refused"	"Worms Of The Senses/Faculties Of The Skull"	""	"00:00"	"Refused - The Shape of Punk to Come: A Chimerical Bombation In 12 Bursts (1998)"
"01"	"Rest Area"	"Intro Venus"	"Tribal"	"00:47"	"Rest Area - Tribal Thang"
"01"	"Rev Run"	"I Used To Think I Was Run"	""	"00:00"	"Rev Run - Distortion (2005)"
"01"	"Richard Thompson"	"Turning Of The Tide"	""	"00:00"	"Richard Thompson - Amnesia (1991)"
"01"	"Rock N Roll Soldiers"	"Anthem"	""	"00:00"	"Rock N Roll Soldiers - The Two EPs (2005)"
"01"	"Rock Star Supernova"	"It's On"	""	"00:00"	"Rock Star Supernova - Rock Star Supernova (2006)"
"01"	"Rooney"	"On The Road To Mandalay"	""	"00:00"	"Rooney - Rooney (1999)"
"01"	"Ruben Studdard"	"Flying Without Wings"	""	"00:00"	"Ruben Studdard - Flying Without Wings/Superstar (2003)"
"01"	"Ruben Studdard"	"Sorry 2004"	""	"00:00"	"Ruben Studdard - Soulful (2003)"
"01"	"Rudimentary Peni"	"Nightgaunts"	"Punk"	"00:58"	"Rudimentary Peni - Cacophony (1995)"
"01"	"Saigon Kick"	"Intro"	"Hard Rock"	"01:14"	"Saigon Kick - Devil in the Details"
"01"	"Santana"	"Smooth / Dame Tu Amor (Feat. Rob Thomas)"	"Pop / Rock"	"07:41"	"Santana - Santana Live (Target Exclusive 2005) (2005)"
"01"	"S-Club 7"	"Three Blind Mice"	""	"00:00"	"S-Club 7 - S-Club (2001)"
"01"	"S-Club 7"	"Mountain Tune"	""	"00:00"	"S-Club 7 - S-Club (2001)"
"01"	"Shania Twain"	"Consolation In E Major"	""	"00:00"	"Shania Twain - Up! (1999)"
"01"	"Shania Twain"	"That's Amore"	""	"00:00"	"Shania Twain - Up! (1999)"
"01"	"Shania Twain"	"Waltzes for Piano No. 4, Op.42"	""	"00:00"	"Shania Twain - Up! (1999)"
